"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 17 18:30:31 CST 2022","Sat Dec 17 18:30:31 CST 2022","0","test_case.UI","test_ui","","","","test001",""
"passed","Sat Dec 17 18:30:31 CST 2022","Sat Dec 17 18:30:31 CST 2022","0","test_case.UI","test_ui","","","","test002",""
